frame,time,ROI,BVP,BPM
1,29.789803,lower medial forehead,0.0006151291271959313,111.71176147460938
1,29.789803,left lower lateral forehead,0.001509159954970783,111.71176147460938
1,29.789803,right lower lateral forehead,0.0002576129536755088,111.71176147460938
1,29.789803,glabella,-9.864684776418094e-05,111.71176147460938
1,29.789803,upper nasal dorsum,0.0008632229351584608,113.4572525024414
1,29.789803,lower nasal dorsum,0.01329059663881528,111.71176147460938
1,29.789803,soft triangle,0.0035740525627913937,118.69374084472656
1,29.789803,left ala,-0.004862245003643189,109.96626281738281
1,29.789803,right ala,0.008732214303776038,114.33000183105469
1,29.789803,nasal tip,0.004795654361258462,198.986572265625
1,29.789803,left lower nasal sidewall,0.007398953118655404,110.8390121459961
1,29.789803,right lower nasal sidewall,0.0010830938636165028,64.58335876464844
1,29.789803,left mid nasal sidewall,0.003159498454303618,104.72977447509766
1,29.789803,right mid nasal sidewall,-0.01050956191009675,107.3480224609375
1,29.789803,philtrum,-0.01427632717496818,112.58451080322266
1,29.789803,left upper lip,0.007617387230386402,111.71176147460938
1,29.789803,right upper lip,0.0012364131150521085,109.96626281738281
1,29.789803,left nasolabial fold,0.007925192768857243,109.96626281738281
1,29.789803,right nasolabial fold,-0.004325393370929949,112.58451080322266
1,29.789803,left temporal,-0.015007327127745843,45.38290023803711
1,29.789803,right temporal,0.012687172788478833,41.891910552978516
1,29.789803,left malar,0.0035867215825398694,111.71176147460938
1,29.789803,right malar,0.0048123947160838825,112.58451080322266
1,29.789803,left lower cheek,0.005431788109043777,113.4572525024414
1,29.789803,right lower cheek,0.009183895547407171,111.71176147460938
1,29.789803,chin,0.0011423036842115398,113.4572525024414
1,29.789803,left marionette fold,-0.007332055043616601,110.8390121459961
1,29.789803,right marionette fold,0.005520241601532832,116.07550048828125
2,59.579606,lower medial forehead,0.008782053391581404,111.63277377572895
2,59.579606,left lower lateral forehead,0.0017838380086595011,111.58011553997338
2,59.579606,right lower lateral forehead,0.07999322520384233,111.58011553997338
2,59.579606,glabella,0.03764247210394286,111.58011553997338
2,59.579606,upper nasal dorsum,-0.038607823766609345,113.32560656780541
2,59.579606,lower nasal dorsum,-0.05704776165990669,111.63277377572895
2,59.579606,soft triangle,-0.14899630901321342,118.95703271399856
2,59.579606,left ala,0.48008760489004554,109.8872753486671
2,59.579606,right ala,-0.15518098484491208,114.19835589641869
2,59.579606,nasal tip,-0.0026481524095405646,199.03923073154527
2,59.579606,left lower nasal sidewall,-0.03781934980824257,110.73369544432025
2,59.579606,right lower nasal sidewall,-0.1550924675640814,65.61019769927043
2,59.579606,left mid nasal sidewall,0.07651093216156012,107.36269431864119
2,59.579606,right mid nasal sidewall,0.045009902914336535,107.24270552909692
2,59.579606,philtrum,-0.24260481387823102,112.55818157026252
2,59.579606,left upper lip,0.10301320517897149,111.79074894332508
2,59.579606,right upper lip,-0.16442069908191803,109.93993358442268
2,59.579606,left nasolabial fold,0.24445413627173013,109.86094611570697
2,59.579606,right nasolabial fold,0.15019151236683861,112.45286463842194
2,59.579606,left temporal,-0.043638255371125964,45.40922958607961
2,59.579606,right temporal,0.2762561714250036,41.94456890381644
2,59.579606,left malar,0.05424781147640381,111.6064445427688
