frame,time,ROI,BVP,BPM
1,29.245634,lower medial forehead,-0.02427331732134457,100.24626922607422
1,29.245634,left lower lateral forehead,-0.010261788578393417,99.38946533203125
1,29.245634,right lower lateral forehead,-0.003255917437419525,98.53265380859375
1,29.245634,glabella,0.033382413968900855,99.38946533203125
1,29.245634,upper nasal dorsum,0.0414028406948959,97.67584228515625
1,29.245634,lower nasal dorsum,0.039784494011541424,102.81668090820312
1,29.245634,soft triangle,-0.01413030901361768,99.38946533203125
1,29.245634,left ala,0.025816780079761084,157.65225219726562
1,29.245634,right ala,0.0785842862909567,96.81903839111328
1,29.245634,nasal tip,-0.010550980203849125,102.81668090820312
1,29.245634,left lower nasal sidewall,0.05262678290400896,98.53265380859375
1,29.245634,right lower nasal sidewall,0.04389989001992489,101.10307312011719
1,29.245634,left mid nasal sidewall,0.009536046616424727,97.67584228515625
1,29.245634,right mid nasal sidewall,0.03560214098784168,197.0653076171875
1,29.245634,philtrum,0.016927042022880253,101.10307312011719
1,29.245634,left upper lip,0.055828933349926044,101.10307312011719
1,29.245634,right upper lip,-0.006665249664609091,98.53265380859375
1,29.245634,left nasolabial fold,0.004243199070922459,98.53265380859375
1,29.245634,right nasolabial fold,0.044994302911149704,100.24626922607422
1,29.245634,left temporal,0.0009862948072020953,99.38946533203125
1,29.245634,right temporal,-0.07554407418547515,97.67584228515625
1,29.245634,left malar,0.009617296247028546,99.38946533203125
1,29.245634,right malar,-0.033826265793360066,98.53265380859375
1,29.245634,left lower cheek,-0.02215897202955318,99.38946533203125
1,29.245634,right lower cheek,0.029769137010732274,101.10307312011719
1,29.245634,chin,-0.0014678191826261685,99.38946533203125
1,29.245634,left marionette fold,-0.02121752811849395,96.81903839111328
1,29.245634,right marionette fold,0.04999688711577349,46.26750946044922
2,58.491268,lower medial forehead,0.312836190382193,100.27296361875294
2,58.491268,left lower lateral forehead,-1.140024128304198,99.4428541173887
2,58.491268,right lower lateral forehead,0.33418847669823976,98.58604283165093
2,58.491268,glabella,0.026577251958053112,99.41615972470997
2,58.491268,upper nasal dorsum,-0.3276363587423638,97.64914789247753
2,58.491268,lower nasal dorsum,0.1010964518650949,102.76329212284567
2,58.491268,soft triangle,-2.205844827649623,99.46954851006743
2,58.491268,left ala,1.2319448840969143,157.5721687815297
2,58.491268,right ala,-1.1060837579959182,96.81903839111328
2,58.491268,nasal tip,-0.3563440199557374,102.76329212284567
2,58.491268,left lower nasal sidewall,-0.27305658556220275,98.61273722432965
2,58.491268,right lower nasal sidewall,-0.15521238368548945,101.07637872743847
2,58.491268,left mid nasal sidewall,-0.8891418970949068,97.70253691553471
2,58.491268,right mid nasal sidewall,0.861488640180042,196.85175200035823
2,58.491268,philtrum,0.9923407175873202,101.31662873694646
2,58.491268,left upper lip,0.9273269325674314,103.95937907923405
2,58.491268,right upper lip,-1.1871825643037996,98.61273722432965
2,58.491268,left nasolabial fold,-0.5051724534907316,98.58604283165093
2,58.491268,right nasolabial fold,0.5161846648726094,100.24626922607422
2,58.491268,left temporal,0.33389672879244725,99.46954851006743
2,58.491268,right temporal,-1.1092516225836961,97.70253691553471
2,58.491268,left malar,-0.12774580434147825,99.41615972470997
2,58.491268,right malar,0.12095926982908717,98.58604283165093
2,58.491268,left lower cheek,0.4052183847011894,99.41615972470997
2,58.491268,right lower cheek,-0.7956559448817742,101.10307312011719
2,58.491268,chin,-0.9187496117762166,99.33607607127433
2,58.491268,left marionette fold,0.2678730117796848,96.89912204454892
2,58.491268,right marionette fold,-0.7635658856217882,48.002648550062325
3,87.736902,lower medial forehead,0.46570131442021956,100.29965801143167
3,87.736902,left lower lateral forehead,-2.0133100093389142,99.49624290274615
3,87.736902,right lower lateral forehead,0.5664501527451796,98.6394318547081
3,87.736902,glabella,-0.02819083212867987,99.4428541173887
3,87.736902,upper nasal dorsum,-0.648366244556881,97.6224534997988
3,87.736902,lower nasal dorsum,0.11765985395946951,102.70990333748823
3,87.736902,soft triangle,-3.93260118817079,99.5496316881036
3,87.736902,left ala,1.8324685526486433,157.49208536579383
3,87.736902,right ala,-1.9075357789068947,96.81903839111328
3,87.736902,nasal tip,-0.6242286815372565,102.70990333748823
3,87.736902,left lower nasal sidewall,-0.5157577949894879,98.69282064006556
3,87.736902,right lower nasal sidewall,-0.2548812277940463,101.04968433475973
3,87.736902,left mid nasal sidewall,-1.6230871671627605,97.72923154591317
3,87.736902,right mid nasal sidewall,1.3217501881299094,196.63819638352896
3,87.736902,philtrum,1.6478991450606006,101.53018435377571
3,87.736902,left upper lip,1.5331286901921823,106.81568503835094
3,87.736902,right upper lip,-2.0346597442249363,98.69282064006556
3,87.736902,left nasolabial fold,-0.9596703563852321,98.6394318547081
3,87.736902,right nasolabial fold,0.7346055102564669,100.24626922607422
3,87.736902,left temporal,0.553166995320655,99.5496316881036
3,87.736902,right temporal,-1.8221550223339276,97.72923154591317
3,87.736902,left malar,-0.24122151761527044,99.4428541173887
3,87.736902,right malar,0.21977717403956606,98.6394318547081
3,87.736902,left lower cheek,0.68548048863679,99.4428541173887
3,87.736902,right lower cheek,-1.381057878463218,101.10307312011719
3,87.736902,chin,-1.602974203849143,99.28268681051743
3,87.736902,left marionette fold,0.43546010659400447,96.97920569798455
3,87.736902,right marionette fold,-1.2228329590182256,49.737787639675425
4,116.982536,lower medial forehead,0.36307557723274103,100.3263524041104
4,116.982536,left lower lateral forehead,-2.461106004907533,99.5496316881036
4,116.982536,right lower lateral forehead,0.6410864719259088,98.69282087776529
4,116.982536,glabella,-0.14629639396367103,99.46954851006743
4,116.982536,upper nasal dorsum,-0.8635339422757662,97.59575910712007
4,116.982536,lower nasal dorsum,0.07917385990118356,102.65651455213077
4,116.982536,soft triangle,-4.896599203612351,99.62971486613978
4,116.982536,left ala,1.5715421889934724,157.4120019500579
4,116.982536,right ala,-2.118222661869763,96.81903839111328
4,116.982536,nasal tip,-0.7660756615593903,102.65651455213077
4,116.982536,left lower nasal sidewall,-0.6303632545097092,98.77290405580146
4,116.982536,right lower nasal sidewall,-0.2009723089166619,101.02298994208101
4,116.982536,left mid nasal sidewall,-2.0745159986849386,97.75592617629161
4,116.982536,right mid nasal sidewall,1.2700372954510344,196.4246407666997
4,116.982536,philtrum,1.8289411201990038,101.74373997060498
4,116.982536,left upper lip,1.7294790201541173,109.67199099746782
4,116.982536,right upper lip,-2.3524756052145266,98.77290405580146
4,116.982536,left nasolabial fold,-1.2877504559354025,98.69282087776529
4,116.982536,right nasolabial fold,0.5874508487577128,100.24626922607422
4,116.982536,left temporal,0.6095103920022306,99.62971486613978
4,116.982536,right temporal,-2.039671983243379,97.75592617629161
4,116.982536,left malar,-0.3020025005171965,99.46954851006743
4,116.982536,right malar,0.23482983533929014,98.69282087776529
4,116.982536,left lower cheek,0.7441485908437467,99.46954851006743
4,116.982536,right lower cheek,-1.5929631510849043,101.10307312011719
4,116.982536,chin,-1.9218069916762766,99.22929754976052
4,116.982536,left marionette fold,0.41599144045804853,97.05928935142019
4,116.982536,right marionette fold,-1.1899742402166678,51.47292672928853
5,146.22817,lower medial forehead,0.08638679085599804,100.35304679678912
5,146.22817,left lower lateral forehead,-2.4495273212190076,99.60302047346106
5,146.22817,right lower lateral forehead,0.5757753237630711,98.74620990082248
5,146.22817,glabella,-0.29880958331549295,99.49624290274615
5,146.22817,upper nasal dorsum,-0.9173958248744213,97.56906471444135
5,146.22817,lower nasal dorsum,0.009865153466858692,102.60312576677332
5,146.22817,soft triangle,-5.046816431492097,99.70979804417595
5,146.22817,left ala,0.6661046426124807,157.331918534322
5,146.22817,right ala,-1.791103693628796,96.81903839111328
