frame,time,ROI,BVP,BPM
1,29.661806,lower medial forehead,-0.002247677519133202,202.47657775878906
1,29.661806,left lower lateral forehead,-0.003404889633153279,103.4107894897461
1,29.661806,right lower lateral forehead,-0.002552923387030224,104.27978515625
1,29.661806,glabella,-0.0030373235023617995,103.4107894897461
1,29.661806,upper nasal dorsum,-0.0006998980634898204,105.14878845214844
1,29.661806,lower nasal dorsum,0.002274732221295473,104.27978515625
1,29.661806,soft triangle,0.0009931984608003864,103.4107894897461
1,29.661806,left ala,0.004126202695924727,101.67279815673828
1,29.661806,right ala,0.003710212515328633,104.27978515625
1,29.661806,nasal tip,-0.004957605261497537,99.9347915649414
1,29.661806,left lower nasal sidewall,-0.0003014556172887155,105.14878845214844
1,29.661806,right lower nasal sidewall,-0.004330981556268909,104.27978515625
1,29.661806,left mid nasal sidewall,-0.0028799288391007797,106.88677978515625
1,29.661806,right mid nasal sidewall,-0.006476597844459632,109.4937744140625
1,29.661806,philtrum,0.0005390656714497474,105.14878845214844
1,29.661806,left upper lip,-0.0011763173986243164,70.38885498046875
1,29.661806,right upper lip,-0.0009946815716751604,99.9347915649414
1,29.661806,left nasolabial fold,-0.0016119799694645906,105.14878845214844
1,29.661806,right nasolabial fold,-0.001209967591339763,103.4107894897461
1,29.661806,left temporal,0.0082673620873729,63.436866760253906
1,29.661806,right temporal,-0.00011432186688042449,166.84765625
1,29.661806,left malar,-0.002213123780016347,102.54178619384766
1,29.661806,right malar,-0.0025500827959080946,102.54178619384766
1,29.661806,left lower cheek,4.114814993710887e-05,101.67279815673828
1,29.661806,right lower cheek,-0.0017746951244328834,86.89982604980469
1,29.661806,chin,-0.0014888298719836178,103.4107894897461
1,29.661806,left marionette fold,-0.0007770001558923656,104.27978515625
1,29.661806,right marionette fold,-0.004968187790128571,103.4107894897461
2,59.323612,lower medial forehead,-0.0015260252907931143,199.37982516599672
2,59.323612,left lower lateral forehead,-0.0023227687630195458,103.46240211225772
2,59.323612,right lower lateral forehead,-0.0017598416784108913,104.12494751528203
2,59.323612,glabella,-0.0021214845370404567,103.30756424472284
2,59.323612,upper nasal dorsum,-0.0012383548414128369,105.07136940509754
2,59.323612,lower nasal dorsum,0.00479840581567224,104.17656013779366
2,59.323612,soft triangle,0.0027795552444457466,103.28175804675048
2,59.323612,left ala,0.011530645148816675,101.49215409123104
2,59.323612,right ala,0.01528268626442966,104.12494751528203
2,59.323612,nasal tip,-0.0074013498280072,99.83156654648506
2,59.323612,left lower nasal sidewall,0.007566176565555368,105.0455634336921
2,59.323612,right lower nasal sidewall,-0.0075232373483204605,104.20236656233293
2,59.323612,left mid nasal sidewall,0.0016984355791334882,109.18353797513643
2,59.323612,right mid nasal sidewall,-0.006481364483991726,109.85506231851005
2,59.323612,philtrum,0.0011617323921106159,103.49718679744555
2,59.323612,left upper lip,-0.005583787145924586,74.33721527828564
2,59.323612,right upper lip,0.00632806965498804,99.85737297102433
2,59.323612,left nasolabial fold,0.0008385995638222619,104.94233818866886
2,59.323612,right nasolabial fold,-0.0026779865230860916,103.28175804675048
2,59.323612,left temporal,0.008682706542339295,63.282029119285944
2,59.323612,right temporal,-0.004251164124704382,165.04121695432914
2,59.323612,left malar,-0.0018829682146324466,102.46436737336367
2,59.323612,right malar,-0.001756099739180011,102.43856117539131
2,59.323612,left lower cheek,0.003696439977233839,101.54376671374267
2,59.323612,right lower cheek,-0.0004853486640707529,89.764322407712
2,59.323612,chin,-0.0009117988013654924,103.30756424472284
2,59.323612,left marionette fold,-0.001859040874605222,104.15075371325439
2,59.323612,right marionette fold,-0.00548249135196052,103.30756424472284
3,88.985418,lower medial forehead,-0.0028207772314795794,196.28307257320435
3,88.985418,left lower lateral forehead,-0.0018881951037723489,103.51401473476935
3,88.985418,right lower lateral forehead,-0.0037326157562947095,103.97010987431408
3,88.985418,glabella,-0.002310474064827436,103.20433899969959
3,88.985418,upper nasal dorsum,-0.001817682611046327,104.99395035804665
3,88.985418,lower nasal dorsum,0.005903505513625701,104.07333511933733
3,88.985418,soft triangle,0.002514929071232473,103.15272660375489
3,88.985418,left ala,0.018006512229910166,101.31151002572382
3,88.985418,right ala,0.02055085434254409,103.97010987431408
3,88.985418,nasal tip,-0.010324138060678095,99.72834152802874
3,88.985418,left lower nasal sidewall,0.01162351947513936,104.94233841523577
3,88.985418,right lower nasal sidewall,-0.010708533337639213,104.12494796841587
3,88.985418,left mid nasal sidewall,0.00188190440271587,111.48029616511661
3,88.985418,right mid nasal sidewall,-0.008179078469864948,110.2163502229576
3,88.985418,philtrum,0.0006304534583828281,101.84558514274268
3,88.985418,left upper lip,-0.008249354062313946,78.28557557610253
3,88.985418,right upper lip,0.010396407375451108,99.77995437710727
3,88.985418,left nasolabial fold,0.0002911520029051497,104.73588792518926
3,88.985418,right nasolabial fold,-0.003764172377742174,103.15272660375489
3,88.985418,left temporal,0.007401389243105319,63.12719147831798
3,88.985418,right temporal,-0.007208085256063381,163.23477765865832
3,88.985418,left malar,-0.002307435162663195,102.38694855287969
3,88.985418,right malar,-0.0021875799317458296,102.33533615693499
3,88.985418,left lower cheek,0.006059620111391614,101.41473527074707
3,88.985418,right lower cheek,-0.0006546399014195083,92.62881876561933
3,88.985418,chin,-0.00045853423536275253,103.20433899969959
3,88.985418,left marionette fold,-0.0030722332239295266,104.02172227025879
3,88.985418,right marionette fold,-0.0057926018101091496,103.20433899969959
4,118.647224,lower medial forehead,-0.007525858925146542,193.186319980412
4,118.647224,left lower lateral forehead,-0.002226661958945016,103.56562735728097
4,118.647224,right lower lateral forehead,-0.009480937183220786,103.8152722333461
4,118.647224,glabella,-0.00421838585218199,103.10111375467635
4,118.647224,upper nasal dorsum,-0.002682194475498524,104.91653131099575
4,118.647224,lower nasal dorsum,0.004859200972642827,103.97011010088099
4,118.647224,soft triangle,-0.00019966298510231065,103.02369516075927
4,118.647224,left ala,0.023178939546175396,101.13086596021658
4,118.647224,right ala,0.016997910121174378,103.8152722333461
4,118.647224,nasal tip,-0.013707138434203242,99.6251165095724
